Elapsed_Time,EMG
00:00:00,0.011341094999999999
00:00.0,0.011409758999999998
00:00.0,0.011375427
00:00.0,0.011341094999999999
00:00.0,0.011358260999999998
00:00.0,0.011335373
00:00.0,0.011329651
00:00.0,0.011369704999999999
00:00.0,0.011392593
00:00.0,0.011352538999999998
00:00.0,0.011329651
00:00.0,0.011301041
00:00.0,0.011318207
00:00.1,0.011323929
00:00.1,0.011392593
00:00.1,0.011375427
00:00.1,0.011346817
00:00.1,0.011306763
00:00.1,0.011444092
00:00.1,0.011346817
00:00.1,0.011295319
00:00.1,0.011346816999999999
00:00.1,0.011369704999999999
00:00.1,0.011404036999999999
00:00.1,0.011346816999999999
00:00.1,0.011369705
00:00.1,0.011409758999999998
00:00.1,0.011392593
00:00.1,0.011392593
00:00.1,0.011375426999999999
00:00.1,0.011369704999999999
00:00.1,0.011323929
00:00.1,0.011352539
00:00.1,0.011404036999999999
00:00.1,0.011369705
00:00.1,0.011306763000000001
00:00.1,0.011381149
00:00.1,0.011381149
00:00.2,0.011352539
00:00.2,0.011375427
00:00.2,0.011381149
00:00.2,0.011346816999999999
00:00.2,0.011260987
00:00.2,0.011369704999999999
00:00.2,0.011432647
00:00.2,0.011426925
00:00.2,0.011335373000000001
00:00.2,0.011335373
00:00.2,0.011426925000000001
00:00.2,0.011415481
00:00.2,0.011409758999999998
00:00.2,0.011398315000000001
00:00.2,0.011363983
00:00.2,0.011335373
00:00.2,0.011346817
00:00.2,0.011381149
00:00.2,0.011381149
00:00.2,0.011404036999999999
00:00.2,0.011392593
00:00.2,0.011381149
00:00.2,0.011312485
00:00.2,0.011358261
00:00.2,0.011369705
00:00.3,0.011323929
00:00.3,0.011409759
00:00.3,0.011363983000000001
00:00.3,0.011392593
00:00.3,0.011409759
00:00.3,0.011404037
00:00.3,0.011421203
00:00.3,0.011444091
00:00.3,0.011432646999999999
00:00.3,0.011432647
00:00.3,0.011398315
00:00.3,0.011375427
00:00.3,0.011386871
00:00.3,0.011386871
00:00.3,0.011386871
00:00.3,0.011381149
00:00.3,0.011409759
00:00.3,0.011404036999999999
00:00.3,0.011375426999999999
00:00.3,0.011392593
00:00.3,0.011398315
00:00.3,0.011392593
00:00.3,0.011363983
00:00.3,0.011346816999999999
00:00.3,0.011381149
00:00.4,0.011381149
00:00.4,0.011455535
00:00.4,0.011449813
00:00.4,0.011472702
00:00.4,0.011409758999999998
00:00.4,0.011421203
00:00.4,0.011461256999999999
00:00.4,0.011415482
00:00.4,0.011392593
00:00.4,0.011392593
00:00.4,0.011415480999999998
00:00.4,0.011409759999999998
00:00.4,0.011392593999999999
00:00.4,0.011386872
00:00.4,0.011398316
00:00.4,0.011386871
00:00.4,0.011415480999999998
00:00.4,0.011426926
00:00.4,0.011404037999999998
00:00.4,0.011375427
00:00.4,0.011329651
00:00.4,0.01143837
00:00.4,0.011455535999999999
00:00.4,0.011415482000000001
00:00.4,0.011398315
00:00.5,0.01143837
00:00.5,0.011472702
00:00.5,0.011478424
00:00.5,0.011449813999999999
00:00.5,0.01143837
00:00.5,0.011415482
00:00.5,0.011432648
00:00.5,0.011461257999999998
00:00.5,0.011455536
00:00.5,0.011432648
00:00.5,0.011392594
00:00.5,0.011398315999999999
00:00.5,0.011415482
00:00.5,0.011404038
00:00.5,0.011432648
00:00.5,0.011444092
00:00.5,0.011444092
00:00.5,0.01143837
00:00.5,0.01135254
00:00.5,0.01135254
00:00.5,0.011444092
00:00.5,0.011489867999999999
00:00.5,0.011507034
00:00.5,0.01143837
00:00.5,0.011404038
00:00.6,0.011404037999999998
00:00.6,0.011444092
00:00.6,0.011518478
00:00.6,0.011484146
00:00.6,0.011432648
00:00.6,0.011432648
00:00.6,0.011455535999999999
00:00.6,0.011461257999999998
00:00.6,0.01143837
00:00.6,0.011444092
00:00.6,0.01143837
00:00.6,0.01143837
00:00.6,0.011426925999999999
00:00.6,0.011421204
00:00.6,0.011449814
00:00.6,0.011478424000000001
00:00.6,0.01149559
00:00.6,0.011426926
00:00.6,0.01138115
00:00.6,0.011363983000000001
00:00.6,0.011444092
00:00.6,0.011518478
00:00.6,0.011529922
00:00.6,0.011501312
00:00.6,0.01146698
00:00.7,0.011438370000000002
00:00.7,0.011444092000000001
00:00.7,0.011444092
00:00.7,0.011472702
00:00.7,0.011501312
00:00.7,0.011466980000000002
00:00.7,0.011404038
00:00.7,0.011512755999999999
00:00.7,0.011529922000000001
00:00.7,0.011489868
00:00.7,0.011398316
00:00.7,0.011449814
00:00.7,0.011478424
00:00.7,0.011484146
00:00.7,0.01149559
00:00.7,0.011472702
00:00.7,0.011432648
00:00.7,0.011432648
00:00.7,0.011478424000000001
00:00.7,0.01149559
00:00.7,0.011472702000000001
00:00.7,0.011461258
00:00.7,0.011472702
00:00.7,0.011489868
00:00.7,0.011484146
00:00.8,0.011484145999999999
00:00.8,0.011484145999999999
00:00.8,0.011449813999999999
00:00.8,0.011478424
00:00.8,0.011501312
00:00.8,0.011512756
00:00.8,0.011489868
00:00.8,0.011507034
00:00.8,0.011449813999999999
00:00.8,0.011432648
00:00.8,0.011489868
00:00.8,0.011455535999999999
00:00.8,0.011455536
00:00.8,0.011472702000000001
00:00.8,0.011512756
00:00.8,0.011518477999999999
00:00.8,0.011512756
00:00.8,0.011472702
00:00.8,0.011489868
00:00.8,0.011547087999999999
00:00.8,0.011512755999999999
00:00.8,0.011507034
00:00.8,0.011512755999999999
00:00.8,0.011518477999999999
00:00.8,0.011466979999999998
00:00.9,0.011461258
00:00.9,0.0115242
00:00.9,0.011518477999999999
00:00.9,0.011449813
00:00.9,0.011449813999999999
00:00.9,0.011484146
00:00.9,0.0115242
00:00.9,0.01149559
00:00.9,0.011489868
00:00.9,0.011489868
00:00.9,0.01149559
00:00.9,0.011512755999999999
00:00.9,0.011512755999999999
00:00.9,0.011564254999999999
00:00.9,0.011518477999999999
00:00.9,0.011507034
00:00.9,0.011478424000000001
00:00.9,0.01149559
00:00.9,0.0115242
00:00.9,0.0115242
00:00.9,0.011524199999999998
00:00.9,0.011529922
00:00.9,0.011529922
00:00.9,0.011518477999999999
00:00.9,0.011461258
00:01.0,0.011472702999999999
00:01.0,0.011495591
00:01.0,0.011484146
00:01.0,0.011466980000000002
00:01.0,0.011472702
00:01.0,0.011501312
00:01.0,0.011478424000000001
00:01.0,0.011512756
00:01.0,0.011518478
00:01.0,0.011518478
00:01.0,0.011587142000000002
00:01.0,0.01158142
00:00:01,0.011484146
00:01.0,0.01149559
00:01.0,0.011529922000000001
00:01.0,0.011489868
00:01.0,0.011455536
00:01.0,0.011529922
00:01.0,0.011564254
00:01.0,0.011541365999999999
00:01.0,0.011524199999999998
00:01.0,0.01149559
00:01.0,0.011461258
00:01.0,0.011489868
00:01.0,0.01149559
00:01.1,0.01149559
00:01.1,0.011581421
00:01.1,0.011558532
00:01.1,0.0115242
00:01.1,0.011541366
00:01.1,0.011507034
00:01.1,0.011541366
00:01.1,0.011541367
00:01.1,0.011507034
00:01.1,0.01149559
00:01.1,0.011507034000000001
00:01.1,0.01155281
00:01.1,0.011512756
00:01.1,0.011501312
00:01.1,0.011501312000000001
00:01.1,0.011501312
00:01.1,0.011529922000000001
00:01.1,0.011512756
00:01.1,0.011501312000000001
00:01.1,0.011518477999999999
00:01.1,0.011529922
00:01.1,0.011507034000000001
00:01.1,0.011472702000000001
00:01.1,0.011541367
00:01.1,0.011455537
00:01.2,0.011375427
00:01.2,0.0115242
00:01.2,0.011558533
00:01.2,0.01155281
00:01.2,0.011564254
00:01.2,0.011587143
00:01.2,0.011535644000000001
00:01.2,0.011529922
00:01.2,0.011529922
00:01.2,0.011472702
00:01.2,0.011466980000000002
00:01.2,0.011512756999999998
00:01.2,0.011524200000000002
00:01.2,0.011535644
00:01.2,0.011547088
00:01.2,0.011529922
00:01.2,0.011558532
00:01.2,0.011564254999999999
00:01.2,0.011518479
00:01.2,0.011489868
00:01.2,0.0115242
00:01.2,0.01149559
00:01.2,0.011472703
00:01.2,0.011541366999999999
00:01.2,0.011569976999999999
00:01.3,0.011535644000000001
00:01.3,0.011489869
00:01.3,0.0115242
00:01.3,0.011507034000000001
00:01.3,0.011529922000000001
00:01.3,0.011529922
00:01.3,0.0115242
00:01.3,0.011507034999999999
00:01.3,0.011535644000000001
00:01.3,0.011535644
00:01.3,0.011535644
00:01.3,0.011518478999999998
00:01.3,0.01149559
00:01.3,0.011512756
00:01.3,0.011518478
00:01.3,0.011535644000000001
00:01.3,0.011501312
00:01.3,0.011472702
00:01.3,0.011489868
00:01.3,0.011512756999999998
00:01.3,0.011552811
00:01.3,0.011478424000000001
00:01.3,0.011507034
00:01.3,0.011541367
00:01.3,0.011552811
00:01.4,0.011512756
00:01.4,0.011507034000000001
00:01.4,0.011541366
00:01.4,0.011524200000000002
00:01.4,0.011512755999999999
00:01.4,0.011507034000000001
00:01.4,0.011529922000000001
00:01.4,0.011529922000000001
00:01.4,0.0115242
00:01.4,0.011507034
00:01.4,0.011501312
00:01.4,0.011518479
00:01.4,0.011547089
00:01.4,0.011535644000000001
00:01.4,0.011489869
00:01.4,0.011518478
00:01.4,0.011512755999999999
